questionId,title,difficulty,dislikes,likes,nAccepted,nSubmissions,accRate,topicTags,similarQuestions
460,LFU Cache,Hard,157,2214,115.5K,309.3K,37.3%,"['Design', 'Doubly-Linked List', 'Hash Table', 'Linked List']","[('Design In-Memory File System', 'Hard'), ('LRU Cache', 'Medium')]"
461,Hamming Distance,Easy,179,2317,406.2K,553K,73.4%,['Bit Manipulation'],"[('Number of 1 Bits', 'Easy'), ('Total Hamming Distance', 'Medium')]"
462,Minimum Moves to Equal Array Elements II,Medium,63,968,72K,129.3K,55.7%,"['Array', 'Math', 'Sorting']","[('Best Meeting Point', 'Hard'), ('Minimum Moves to Equal Array Elements', 'Easy')]"
463,Island Perimeter,Easy,150,2948,281.5K,418.6K,67.2%,"['Array', 'Breadth-First Search', 'Depth-First Search', 'Matrix']","[('Coloring A Border', 'Medium'), ('Flood Fill', 'Easy'), ('Max Area of Island', 'Medium')]"
464,Can I Win,Medium,228,1427,64.7K,217.6K,29.7%,"['Bit Manipulation', 'Bitmask', 'Dynamic Programming', 'Game Theory', 'Math', 'Memoization']","[('Flip Game II', 'Medium'), ('Guess Number Higher or Lower II', 'Medium'), ('Predict the Winner', 'Medium')]"
465,Optimal Account Balancing,Hard,79,830,50.9K,104.7K,48.7%,"['Array', 'Backtracking']",[]
466,Count The Repetitions,Hard,216,234,12.8K,44.5K,28.8%,"['Dynamic Programming', 'String']",[]
467,Unique Substrings in Wraparound String,Medium,112,842,30.9K,84.6K,36.5%,"['Dynamic Programming', 'String']",[]
468,Validate IP Address,Medium,2088,517,104.6K,411.7K,25.4%,['String'],"[('IP to CIDR', 'Medium')]"
469,Convex Polygon,Medium,201,76,9K,23.8K,37.7%,"['Geometry', 'Math']",[]
470,Implement Rand10() Using Rand7(),Medium,244,728,51.5K,111.5K,46.2%,"['Math', 'Probability and Statistics', 'Randomized', 'Rejection Sampling']",[]
471,Encode String with Shortest Length,Hard,27,492,24.6K,49.1K,50.1%,"['Dynamic Programming', 'String']","[('Decode String', 'Medium'), ('Number of Atoms', 'Hard')]"
472,Concatenated Words,Hard,160,1309,100.4K,227.1K,44.2%,"['Depth-First Search', 'Dynamic Programming', 'String', 'Trie']","[('Word Break II', 'Hard')]"
473,Matchsticks to Square,Medium,104,1213,64K,160.3K,40.0%,"['Array', 'Backtracking', 'Bit Manipulation', 'Bitmask', 'Dynamic Programming']",[]
474,Ones and Zeroes,Medium,298,2050,87.5K,201K,43.5%,"['Array', 'Dynamic Programming', 'String']","[('Non-negative Integers without Consecutive Ones', 'Hard')]"
475,Heaters,Medium,955,979,76.1K,223.5K,34.0%,"['Array', 'Binary Search', 'Sorting']",[]
476,Number Complement,Easy,88,1251,216.6K,331.8K,65.3%,['Bit Manipulation'],[]
477,Total Hamming Distance,Medium,68,1207,74.9K,147K,51.0%,"['Array', 'Bit Manipulation', 'Math']","[('Hamming Distance', 'Easy')]"
478,Generate Random Point in a Circle,Medium,615,318,30.2K,77.2K,39.1%,"['Geometry', 'Math', 'Randomized', 'Rejection Sampling']","[('Random Point in Non-overlapping Rectangles', 'Medium')]"
479,Largest Palindrome Product,Hard,1390,104,18.5K,61.7K,30.0%,['Math'],[]
480,Sliding Window Median,Hard,103,1554,81.6K,206K,39.6%,"['Array', 'Hash Table', 'Heap (Priority Queue)', 'Sliding Window']","[('Find Median from Data Stream', 'Hard')]"
481,Magical String,Medium,789,134,24.9K,51.4K,48.4%,"['String', 'Two Pointers']",[]
482,License Key Formatting,Easy,914,626,172.8K,400.5K,43.2%,['String'],[]
483,Smallest Good Base,Hard,380,216,14.9K,40.7K,36.7%,"['Binary Search', 'Math']",[]
484,Find Permutation,Medium,70,444,25.5K,39.6K,64.3%,"['Array', 'Greedy', 'Stack']",[]
485,Max Consecutive Ones,Easy,388,1480,441K,829.1K,53.2%,['Array'],"[('Consecutive Characters', 'Easy'), ('Longer Contiguous Segments of Ones than Zeros', 'Easy'), ('Max Consecutive Ones II', 'Medium'), ('Max Consecutive Ones III', 'Medium')]"
486,Predict the Winner,Medium,115,2105,91.2K,184.8K,49.3%,"['Array', 'Dynamic Programming', 'Game Theory', 'Math', 'Recursion']","[('Can I Win', 'Medium')]"
487,Max Consecutive Ones II,Medium,13,784,61.6K,128.2K,48.1%,"['Array', 'Dynamic Programming', 'Sliding Window']","[('Max Consecutive Ones', 'Easy'), ('Max Consecutive Ones III', 'Medium')]"
488,Zuma Game,Hard,327,298,17.9K,47K,38.0%,"['Backtracking', 'String']",[]
489,Robot Room Cleaner,Hard,99,1644,85.5K,116.1K,73.7%,"['Backtracking', 'Interactive']","[('Minimum Path Cost in a Hidden Grid', 'Medium'), ('Shortest Path in a Hidden Grid', 'Medium'), ('Walls and Gates', 'Medium')]"
490,The Maze,Medium,124,1101,92.9K,174K,53.4%,"['Breadth-First Search', 'Depth-First Search', 'Graph']","[('The Maze II', 'Medium'), ('The Maze III', 'Hard')]"
491,Increasing Subsequences,Medium,142,1060,60.3K,124.3K,48.5%,"['Array', 'Backtracking', 'Bit Manipulation', 'Hash Table']","[('Maximum Length of Pair Chain', 'Medium')]"
492,Construct the Rectangle,Easy,295,307,67.5K,132.1K,51.1%,['Math'],[]
493,Reverse Pairs,Hard,154,1643,59.5K,213K,27.9%,"['Array', 'Binary Indexed Tree', 'Binary Search', 'Divide and Conquer', 'Merge Sort', 'Ordered Set', 'Segment Tree']","[('Count of Range Sum', 'Hard'), ('Count of Smaller Numbers After Self', 'Hard')]"
494,Target Sum,Medium,182,4575,252.6K,554.8K,45.5%,"['Array', 'Backtracking', 'Dynamic Programming']","[('Expression Add Operators', 'Hard')]"
495,Teemo Attacking,Easy,7,56,78.6K,139.8K,56.2%,"['Array', 'Simulation']","[('Can Place Flowers', 'Easy'), ('Dota2 Senate', 'Medium'), ('Merge Intervals', 'Medium')]"
496,Next Greater Element I,Easy,16,171,231.9K,348K,66.6%,"['Array', 'Hash Table', 'Monotonic Stack', 'Stack']","[('Daily Temperatures', 'Medium'), ('Next Greater Element II', 'Medium'), ('Next Greater Element III', 'Medium')]"
497,Random Point in Non-overlapping Rectangles,Medium,543,344,31.5K,80.4K,39.1%,"['Binary Search', 'Math', 'Ordered Set', 'Prefix Sum', 'Randomized', 'Reservoir Sampling']","[('Generate Random Point in a Circle', 'Medium'), ('Random Pick with Weight', 'Medium')]"
498,Diagonal Traverse,Medium,429,1392,134.8K,261.4K,51.6%,"['Array', 'Matrix', 'Simulation']",[]
499,The Maze III,Hard,50,268,18.6K,43.1K,43.1%,"['Breadth-First Search', 'Depth-First Search', 'Graph', 'Heap (Priority Queue)', 'Shortest Path']","[('The Maze', 'Medium'), ('The Maze II', 'Medium')]"
500,Keyboard Row,Easy,783,689,129.9K,195.7K,66.4%,"['Array', 'Hash Table', 'String']",[]
501,Find Mode in Binary Search Tree,Easy,444,1489,116.5K,261.3K,44.6%,"['Binary Search Tree', 'Binary Tree', 'Depth-First Search', 'Tree']","[('Validate Binary Search Tree', 'Medium')]"
502,IPO,Hard,53,559,24.5K,58K,42.3%,"['Array', 'Greedy', 'Heap (Priority Queue)', 'Sorting']",[]
503,Next Greater Element II,Medium,97,2810,149.6K,251.3K,59.5%,"['Array', 'Monotonic Stack', 'Stack']","[('Next Greater Element I', 'Easy'), ('Next Greater Element III', 'Medium')]"
504,Base 7,Easy,171,351,70.1K,150.1K,46.7%,['Math'],[]
505,The Maze II,Medium,41,850,66.3K,133.4K,49.7%,"['Breadth-First Search', 'Depth-First Search', 'Graph', 'Heap (Priority Queue)', 'Shortest Path']","[('The Maze', 'Medium'), ('The Maze III', 'Hard')]"
506,Relative Ranks,Easy,3,77,65K,124.2K,52.4%,"['Array', 'Heap (Priority Queue)', 'Sorting']",[]
507,Perfect Number,Easy,760,419,84.5K,230K,36.7%,['Math'],"[('Self Dividing Numbers', 'Easy')]"
508,Most Frequent Subtree Sum,Medium,161,986,89K,148K,60.1%,"['Binary Tree', 'Depth-First Search', 'Hash Table', 'Tree']","[('Subtree of Another Tree', 'Easy')]"
509,Fibonacci Number,Easy,230,1562,408.6K,602.6K,67.8%,"['Dynamic Programming', 'Math', 'Memoization', 'Recursion']","[('Climbing Stairs', 'Easy'), ('Length of Longest Fibonacci Subsequence', 'Medium'), ('N-th Tribonacci Number', 'Easy'), ('Split Array into Fibonacci Sequence', 'Medium')]"
510,Inorder Successor in BST II,Medium,27,527,35.4K,58.2K,60.9%,"['Binary Search Tree', 'Binary Tree', 'Tree']","[('Inorder Successor in BST', 'Medium')]"
511,Game Play Analysis I,Easy,6,76,34K,41.7K,81.7%,['Database'],"[('Game Play Analysis II', 'Easy')]"
512,Game Play Analysis II,Easy,19,105,31.6K,56.2K,56.1%,['Database'],"[('Game Play Analysis I', 'Easy'), ('Game Play Analysis III', 'Medium')]"
513,Find Bottom Left Tree Value,Medium,178,1493,138.5K,218.6K,63.4%,"['Binary Tree', 'Breadth-First Search', 'Depth-First Search', 'Tree']",[]
514,Freedom Trail,Hard,28,562,23.5K,51.8K,45.3%,"['Breadth-First Search', 'Depth-First Search', 'Dynamic Programming', 'String']",[]
515,Find Largest Value in Each Tree Row,Medium,73,1446,144.4K,229.5K,62.9%,"['Binary Tree', 'Breadth-First Search', 'Depth-First Search', 'Tree']",[]
516,Longest Palindromic Subsequence,Medium,222,3466,182.7K,322K,56.8%,"['Dynamic Programming', 'String']","[('Count Different Palindromic Subsequences', 'Hard'), ('Longest Common Subsequence', 'Medium'), ('Longest Palindromic Subsequence II', 'Medium'), ('Longest Palindromic Substring', 'Medium'), ('Maximize Palindrome Length From Subsequences', 'Hard'), ('Palindromic Substrings', 'Medium')]"
517,Super Washing Machines,Hard,168,440,19.6K,50.4K,38.8%,"['Array', 'Greedy']",[]
518,Coin Change 2,Medium,79,3400,205.2K,385.2K,53.3%,"['Array', 'Dynamic Programming']",[]
519,Random Flip Matrix,Medium,80,230,10.9K,28.5K,38.0%,"['Hash Table', 'Math', 'Randomized', 'Reservoir Sampling']",[]
520,Detect Capital,Easy,299,875,197.5K,364.5K,54.2%,['String'],[]
521,Longest Uncommon Subsequence I,Easy,4889,441,73.2K,123.5K,59.2%,['String'],"[('Longest Uncommon Subsequence II', 'Medium')]"
522,Longest Uncommon Subsequence II,Medium,691,235,25.5K,74.1K,34.4%,"['Array', 'Hash Table', 'Sorting', 'String', 'Two Pointers']","[('Longest Uncommon Subsequence I', 'Easy')]"
523,Continuous Subarray Sum,Medium,84,461,204.9K,807.9K,25.4%,"['Array', 'Hash Table', 'Math', 'Prefix Sum']","[('Subarray Sum Equals K', 'Medium')]"
524,Longest Word in Dictionary through Deleting,Medium,303,1081,109.5K,217.6K,50.3%,"['Array', 'Sorting', 'String', 'Two Pointers']","[('Longest Word in Dictionary', 'Medium')]"
525,Contiguous Array,Medium,148,3017,193.7K,440.4K,44.0%,"['Array', 'Hash Table', 'Prefix Sum']","[('Maximum Size Subarray Sum Equals k', 'Medium')]"
526,Beautiful Arrangement,Medium,226,1419,96K,153.7K,62.4%,"['Array', 'Backtracking', 'Bit Manipulation', 'Bitmask', 'Dynamic Programming']","[('Beautiful Arrangement II', 'Medium')]"
527,Word Abbreviation,Hard,176,262,19.8K,34.8K,56.9%,"['Array', 'Greedy', 'Sorting', 'String', 'Trie']","[('Minimum Unique Word Abbreviation', 'Hard'), ('Valid Word Abbreviation', 'Easy')]"
528,Random Pick with Weight,Medium,2956,1349,187.1K,415K,45.1%,"['Binary Search', 'Math', 'Prefix Sum', 'Randomized']","[('Random Pick Index', 'Medium'), ('Random Pick with Blacklist', 'Hard'), ('Random Point in Non-overlapping Rectangles', 'Medium')]"
529,Minesweeper,Medium,695,976,89K,142.7K,62.3%,"['Array', 'Breadth-First Search', 'Depth-First Search', 'Matrix']",[]
530,Minimum Absolute Difference in BST,Easy,99,1389,120.5K,217.6K,55.4%,"['Binary Search Tree', 'Binary Tree', 'Breadth-First Search', 'Depth-First Search', 'Tree']","[('K-diff Pairs in an Array', 'Medium')]"
531,Lonely Pixel I,Medium,33,252,26.5K,44.2K,60.0%,"['Array', 'Hash Table', 'Matrix']","[('Lonely Pixel II', 'Medium')]"
532,K-diff Pairs in an Array,Medium,1616,1239,172.9K,478.7K,36.1%,"['Array', 'Binary Search', 'Hash Table', 'Sorting', 'Two Pointers']","[('Minimum Absolute Difference in BST', 'Easy')]"
533,Lonely Pixel II,Medium,628,59,11.3K,23.5K,48.2%,"['Array', 'Hash Table', 'Matrix']","[('Lonely Pixel I', 'Medium')]"
534,Game Play Analysis III,Medium,7,160,28.1K,34.8K,80.6%,['Database'],"[('Game Play Analysis II', 'Easy'), ('Game Play Analysis IV', 'Medium')]"
535,Encode and Decode TinyURL,Medium,1919,950,149.2K,180.4K,82.7%,"['Design', 'Hash Function', 'Hash Table', 'String']",[]
536,Construct Binary Tree from String,Medium,115,665,49.7K,93.7K,53.0%,"['Binary Tree', 'Depth-First Search', 'String', 'Tree']","[('Construct String from Binary Tree', 'Easy')]"
537,Complex Number Multiplication,Medium,855,327,56.5K,82.3K,68.6%,"['Math', 'Simulation', 'String']",[]
538,Convert BST to Greater Tree,Medium,146,2759,173.6K,285.8K,60.7%,"['Binary Search Tree', 'Binary Tree', 'Depth-First Search', 'Tree']",[]
539,Minimum Time Difference,Medium,176,720,63.7K,121K,52.6%,"['Array', 'Math', 'Sorting', 'String']",[]
540,Single Element in a Sorted Array,Medium,88,2787,200.2K,345.1K,58.0%,"['Array', 'Binary Search']",[]
541,Reverse String II,Easy,1779,645,120.9K,243.1K,49.8%,"['String', 'Two Pointers']","[('Reverse String', 'Easy'), ('Reverse Words in a String III', 'Easy')]"
542,01 Matrix,Medium,136,2603,136K,326.5K,41.7%,"['Array', 'Breadth-First Search', 'Dynamic Programming', 'Matrix']","[('Shortest Path to Get Food', 'Medium')]"
543,Diameter of Binary Tree,Easy,316,5160,507K,1M,50.6%,"['Binary Tree', 'Depth-First Search', 'Tree']","[('Diameter of N-Ary Tree', 'Medium')]"
544,Output Contest Matches,Medium,103,319,23.4K,30.7K,76.1%,"['Recursion', 'Simulation', 'String']",[]
545,Boundary of Binary Tree,Medium,1370,818,77.2K,187.6K,41.2%,"['Binary Tree', 'Depth-First Search', 'Tree']","[('Binary Tree Right Side View', 'Medium')]"
546,Remove Boxes,Hard,62,929,19.8K,45K,44.1%,"['Array', 'Dynamic Programming', 'Memoization']","[('Strange Printer', 'Hard')]"
547,Number of Provinces,Medium,190,3324,291.2K,473.9K,61.4%,"['Breadth-First Search', 'Depth-First Search', 'Graph', 'Union Find']","[('Number of Connected Components in an Undirected Graph', 'Medium'), ('Robot Return to Origin', 'Easy'), ('Sentence Similarity', 'Easy'), ('Sentence Similarity II', 'Medium'), ('The Earliest Moment When Everyone Become Friends', 'Medium')]"
548,Split Array with Equal Sum,Medium,114,323,18.4K,37.5K,49.2%,"['Array', 'Prefix Sum']","[('Number of Ways to Split a String', 'Medium')]"
549,Binary Tree Longest Consecutive Sequence II,Medium,51,731,33.3K,70K,47.6%,"['Binary Tree', 'Depth-First Search', 'Tree']","[('Binary Tree Longest Consecutive Sequence', 'Medium')]"
550,Game Play Analysis IV,Medium,36,126,23.4K,51.6K,45.2%,['Database'],"[('Game Play Analysis III', 'Medium'), ('Game Play Analysis V', 'Hard')]"
551,Student Attendance Record I,Easy,9,94,115.6K,248.7K,46.5%,['String'],"[('Student Attendance Record II', 'Hard')]"
552,Student Attendance Record II,Hard,139,788,32K,83.5K,38.3%,['Dynamic Programming'],"[('Student Attendance Record I', 'Easy')]"
553,Optimal Division,Medium,1243,208,28.4K,49.1K,57.9%,"['Array', 'Dynamic Programming', 'Math']",[]
554,Brick Wall,Medium,76,1532,90.2K,173.9K,51.9%,"['Array', 'Hash Table']",[]
555,Split Concatenated Strings,Medium,216,60,5.6K,12.9K,43.0%,"['Array', 'Greedy', 'String']",[]
556,Next Greater Element III,Medium,275,1319,71.4K,213.9K,33.4%,"['Math', 'String', 'Two Pointers']","[('Next Greater Element I', 'Easy'), ('Next Greater Element II', 'Medium'), ('Next Palindrome Using Same Digits', 'Hard')]"
557,Reverse Words in a String III,Easy,109,1551,269.8K,368.5K,73.2%,"['String', 'Two Pointers']","[('Reverse String II', 'Easy')]"
558,Logical OR of Two Binary Grids Represented as Quad-Trees,Medium,373,115,9.9K,21.5K,46.0%,"['Divide and Conquer', 'Tree']",[]
559,Maximum Depth of N-ary Tree,Easy,62,1495,171.3K,244.9K,70.0%,"['Breadth-First Search', 'Depth-First Search', 'Tree']","[('Maximum Depth of Binary Tree', 'Easy')]"
560,Subarray Sum Equals K,Medium,272,8089,514.8K,1.2M,43.7%,"['Array', 'Hash Table', 'Prefix Sum']","[('Continuous Subarray Sum', 'Medium'), ('Find Pivot Index', 'Easy'), ('Minimum Operations to Reduce X to Zero', 'Medium'), ('Subarray Product Less Than K', 'Medium'), ('Subarray Sums Divisible by K', 'Medium'), ('Two Sum', 'Easy')]"
561,Array Partition I,Easy,67,325,275.6K,372.1K,74.1%,"['Array', 'Counting Sort', 'Greedy', 'Sorting']",[]
562,Longest Line of Consecutive One in Matrix,Medium,89,519,42K,89K,47.2%,"['Array', 'Dynamic Programming', 'Matrix']",[]
563,Binary Tree Tilt,Easy,1624,969,122.7K,226.9K,54.1%,"['Binary Tree', 'Depth-First Search', 'Tree']","[('Find All The Lonely Nodes', 'Easy')]"
564,Find the Closest Palindrome,Hard,1008,382,27K,131.4K,20.5%,"['Math', 'String']","[('Next Palindrome Using Same Digits', 'Hard')]"
565,Array Nesting,Medium,120,1128,66.8K,118.9K,56.2%,"['Array', 'Depth-First Search']","[('Flatten Nested List Iterator', 'Medium'), ('Nested List Weight Sum', 'Medium'), ('Nested List Weight Sum II', 'Medium')]"
566,Reshape the Matrix,Easy,135,1229,142.8K,230.5K,62.0%,"['Array', 'Matrix', 'Simulation']",[]
567,Permutation in String,Medium,82,2664,199.5K,447.3K,44.6%,"['Hash Table', 'Sliding Window', 'String', 'Two Pointers']","[('Find All Anagrams in a String', 'Medium'), ('Minimum Window Substring', 'Hard')]"
568,Maximum Vacation Days,Hard,64,380,28.5K,67.8K,42.0%,"['Array', 'Dynamic Programming', 'Matrix']","[('Cheapest Flights Within K Stops', 'Medium')]"
569,Median Employee Salary,Hard,88,151,18.4K,29K,63.4%,['Database'],"[('Find Median Given Frequency of Numbers', 'Hard')]"
570,Managers with at Least 5 Direct Reports,Medium,20,154,39K,58K,67.2%,['Database'],[]
571,Find Median Given Frequency of Numbers,Hard,54,152,13.2K,28.8K,45.6%,['Database'],"[('Median Employee Salary', 'Hard')]"
572,Subtree of Another Tree,Easy,182,3726,333.2K,745.6K,44.7%,"['Binary Tree', 'Depth-First Search', 'Hash Function', 'String Matching', 'Tree']","[('Count Univalue Subtrees', 'Medium'), ('Most Frequent Subtree Sum', 'Medium')]"
573,Squirrel Simulation,Medium,30,282,16.1K,29.6K,54.3%,"['Array', 'Math']",[]
574,Winning Candidate,Medium,345,94,32.7K,60.5K,54.1%,['Database'],[]
575,Distribute Candies,Easy,1047,778,173.8K,268.7K,64.7%,"['Array', 'Hash Table']",[]
576,Out of Boundary Paths,Medium,173,1179,55.2K,139.8K,39.5%,['Dynamic Programming'],"[('Knight Probability in Chessboard', 'Medium')]"
577,Employee Bonus,Easy,61,119,40.4K,55.5K,72.9%,['Database'],"[('Combine Two Tables', 'Easy')]"
578,Get Highest Answer Rate Question,Medium,640,56,28.3K,66.3K,42.6%,['Database'],[]
579,Find Cumulative Salary of an Employee,Hard,307,140,19.9K,51.5K,38.7%,['Database'],[]
580,Count Student Number in Departments,Medium,26,134,29.9K,56.3K,53.1%,['Database'],[]
581,Shortest Unsorted Continuous Subarray,Medium,187,4113,185.3K,557.9K,33.2%,"['Array', 'Greedy', 'Monotonic Stack', 'Sorting', 'Stack', 'Two Pointers']",[]
582,Kill Process,Medium,14,701,51.1K,79.3K,64.5%,"['Array', 'Breadth-First Search', 'Depth-First Search', 'Hash Table', 'Tree']",[]
583,Delete Operation for Two Strings,Medium,38,1926,86.1K,164.5K,52.3%,"['Dynamic Programming', 'String']","[('Edit Distance', 'Hard'), ('Longest Common Subsequence', 'Medium'), ('Minimum ASCII Delete Sum for Two Strings', 'Medium')]"
584,Find Customer Referee,Easy,66,109,37.4K,50.1K,74.7%,['Database'],[]
585,Investments in 2016,Medium,126,138,23.4K,40.6K,57.7%,['Database'],[]
586,Customer Placing the Largest Number of Orders,Easy,14,153,44.2K,58.4K,75.8%,['Database'],[]
587,Erect the Fence,Hard,204,298,11.2K,30.6K,36.7%,"['Array', 'Geometry', 'Math']","[('Erect the Fence II', 'Hard')]"
588,Design In-Memory File System,Hard,82,643,36.8K,78.5K,47.0%,"['Design', 'Hash Table', 'String', 'Trie']","[('Design Log Storage System', 'Medium'), ('LFU Cache', 'Hard'), ('LRU Cache', 'Medium')]"
589,N-ary Tree Preorder Traversal,Easy,68,1176,175.5K,234.9K,74.7%,"['Depth-First Search', 'Stack', 'Tree']","[('Binary Tree Preorder Traversal', 'Easy'), ('N-ary Tree Level Order Traversal', 'Medium'), ('N-ary Tree Postorder Traversal', 'Easy')]"
590,N-ary Tree Postorder Traversal,Easy,75,1115,141.3K,189.7K,74.5%,"['Depth-First Search', 'Stack', 'Tree']","[('Binary Tree Postorder Traversal', 'Easy'), ('N-ary Tree Level Order Traversal', 'Medium'), ('N-ary Tree Preorder Traversal', 'Easy')]"
591,Tag Validator,Hard,487,111,9.4K,26.5K,35.3%,"['Stack', 'String']","[('Add Bold Tag in String', 'Medium')]"
592,Fraction Addition and Subtraction,Medium,379,246,24.2K,47.6K,50.8%,"['Math', 'Simulation', 'String']","[('Solve the Equation', 'Medium')]"
593,Valid Square,Medium,635,509,65.4K,150.8K,43.4%,"['Geometry', 'Math']",[]
594,Longest Harmonious Subsequence,Easy,129,1238,99.6K,193.2K,51.6%,"['Array', 'Hash Table', 'Sorting']",[]
595,Big Countries,Easy,782,614,227.4K,287.7K,79.0%,['Database'],[]
